Befehl:,soll SKR03,haben SKR03,profit center, ,Betreff,Betrag (brutto),"Zuordnung
Mnt",Buchungstag Wertstellung,"0,00 €",grün ist okay,BW,AN,RW,JM,KR,IK,SR,Extern,Rest
ER,,,K,,"BB, Elena --> Rechnung für Dezember 2017","20.563,20 €",2017-12,20.2.2018,"258.239,98 €",,,,,,,,,,
ER,,,AN,,Telekom,"159,02 €",2018-02,20.2.2018,"258.080,96 €",,,,,,,,,,
GWSteuer,4320,1200,K,,"SEPA-Basislastschrift
STEUERKASSE HAMBURG
STEUERNR 046/638/02084 GEW.
ST 1VJ.18 14.953,00EUR","14.953,00 €",2018-02,20.2.2018,"243.127,96 €",,,,,,,,,,
AR,,,K,,"JAX 2017, RN_20170601-03","2.380,00 €",2017-05,21.02.2018,"245.507,96 €",,,,"1.000,00 €","1.000,00 €",,,,,"0,00 €"
ER,,,K,,"SEPA-Basislastschrift
GLS Gemeinschaftsbank eG
MASTERCARD Abrechnung","50,00 €",2018-02,21.02.2018,"245.457,96 €",,,,,,,,,,
ER,,,K,,SEPA-Basislastschrift GLS Gemeinschaftsbank eG MASTERCARD Abrechnung DR. J OHANNES MAINUSCH,"330,38 €",2018-02,21.02.2018,"245.127,58 €",,,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
vcomtec UG (haftungsbeschraenkt)
RgNr 3430 vom 13.02.2018 Vi
elen Dank, Wolkesicher","4,99 €",2018-02,22.02.2018,"245.122,59 €",,,,,,,,,,
ER,,,RW,,"SEPA-Basislastschrift
Hetzner Online GmbH
Rechnungsnr.: R0007818486 -
Kundennr.: K0720512117","8,21 €",2018-02,22.02.2018,"245.114,38 €",,,,,,,,,,
ER,,,JM,,"SEPA-Basislastschrift
congstar GmbH
Kundennummer 2203095056/RG
7224553047 vom 15.02.18","113,54 €",2018-02,22.02.2018,"245.000,84 €",,,,,,,,,,
ER,,,K,,RK Frankfurt Entwicklertag,"293,20 €",2018-02,23.2.2018,"244.707,64 €",,,,,,,,,,
ER,,,RW,,Belegabrechnung RW 02-2018,"318,79 €",2018-02,23.2.2018,"244.388,85 €",,,,,,,,,,
ER,,,JM,,"SEPA-Basislastschrift
1u1 Telecom GmbH
KD-Nr. K534249484/ RG-Nr. 1
50423981129","18,33 €",2018-02,26.2.2018,"244.370,52 €",,,,,,,,,,
SV-Beitrag,,,BW,,"
SEPA-Basislastschrift
KKH HAUPTVERW., HANNOVER
BEITRAG 02/18 FUER 93525026
KOMMISTMENT GMBH + CO. KG
SOZIALVERSICHERUNGSBEITRAG
KKH 1.389,09 EU
R Mandat 0508200382-0202-2
","1.389,09 €",2018-02,26.2.2018,"242.981,43 €",,,,,,,,,,
Gehalt,,,BW,,Gehalt Ben 2018-02,"3.893,86 €",2018-02,26.2.2018,"239.087,57 €","240.494,99 €",,,,,,,,,
AR,,,JM,Berenberg-Elena,"Elena, BB 2018-02-07-10101","25.704,00 €",2018-01,28.2.2018,"264.791,57 €",,,,,,,,,"21.600,00 €","0,00 €"
AR,,,K,,"Erstattung Doppelzahlung JOH.BERENBERG,GOSSLER+CO.KG
RG.NR. 2017-12-01-10060 KD
10006","-13.328,00 €",2017-12,28.2.2018,"251.463,57 €",,,,,,,,,"-11.200,00 €","0,00 €"
ER,,,K,,"Kontoführung
Abrechnung vom 28.02.2018","20,25 €",2018-02,28.2.2018,"251.443,32 €",,,,,,,,,,
ER,,,K,,20180228-Belege-JM-kommitment,"325,60 €",2018-02,28.2.2018,"251.117,72 €",,,,,,,,,,
ER,,,K,,"20180223-RK-JM-BOB-Konferenz
","374,30 €",2018-02,28.2.2018,"250.743,42 €",,,,,,,,,,
ER,,,K,,Belegabrechnung 2018-02 AN,"408,39 €",2018-02,28.2.2018,"250.335,03 €",,,,,,,,,,
ER,,,K,,Belegabrechnung 2018-02 OOP AN,"539,27 €",2018-02,28.2.2018,"249.795,76 €",,,,,,,,,,
IS,,,AN,,Interne Stunden,"1.600,00 €",2018-02,28.2.2018,"249.795,76 €",,,,,,,,,,
IS,,,JM,,Interne Stunden,"4.275,00 €",2018-02,28.2.2018,"249.795,76 €",,,,,,,,,,
AR,,,JM,,Breuninger 2017-12-22-10089,"12.521,24 €",2017-11,2.3.2018,"262.317,00 €",,,"2.050,00 €",,"4.700,00 €",,,,,"3.772,05 €"
AR,,,JM,Jungheinrich-JDS-Orga,Jungheinrich Ben/Johannes 2018-02-01-10099,"2.744,44 €",2018-01,5.3.2018,"265.061,44 €",,"843,75 €",,,"1.462,50 €",,,,,"0,00 €"
AR,,,JM,Jungheinrich-Ralf,Jungheinrich Ralf 2018-02-01-10097,"20.257,30 €",2018-01,5.3.2018,"285.318,74 €",,,,"17.022,94 €",,,,,,"0,00 €"
AR,,,JM,,"LossTech, RN_20170405","952,00 €",2017-03,5.3.2018,"286.270,74 €",,,,,"800,00 €",,,,,"0,00 €"
ER,,,K,,"hauptsache.net, Miete Büro","824,78 €",2018-03,5.3.2018,"285.445,96 €",,,,,,,,,,
GV,,,AN,,Entnahme 2018-03,"6.000,00 €",2018-03,5.3.2018,"279.445,96 €",,,,,,,,,,
GV,,,JM,,Entnahme 2018-03,"6.000,00 €",2018-03,5.3.2018,"273.445,96 €",,,,,,,,,,
GV,1900,1200,RW,,RW-GV: Entnahme 2018-03,"8.000,00 €",2018-03,5.3.2018,"265.445,96 €",,,,,,,,,,
GV,1900,1200,RW,,RW-GV: Ek.St. Vorauszahlung 2018-03,"9.958,00 €",2018-03,5.3.2018,"255.487,96 €",,,,,,,,,,
GV,,,JM,,Ek.St. Vorauszahlung 2018-03,"17.283,00 €",2018-03,5.3.2018,"238.204,96 €",,,,,,,,,,
ER,,,K,,mite,"20,00 €",2018-03,6.3.2018,"238.184,96 €",,,,,,,,,,
AR,,,"JM, AN",10080-10040_WWK/Intersoft Agile Begleitung,WWK/intersoft Rechnung 2018-02-01-10096 ,"5.392,19 €",2018-01,7.3.2018,"243.577,15 €",,,,,"4.531,25 €",,,,,"0,00 €"
ER,,,K,AOK-Experiment,Erstattung Reisekosten Ben Wiedenmann AOK 2018-02,"1.309,65 €",2018-02,7.3.2018,"242.267,50 €",,,,,,,,,,
AR,,,JM,CEWE-Transition,Cewe 2018-02-01-10095,"1.740,38 €",2018-01,8.3.2018,"244.007,88 €",,,"562,50 €",,"900,00 €",,,,,"0,00 €"
ER,,,K,HB-SolutionLab,Miete mindspace,"3.498,60 €",2018-03,8.3.2018,"240.509,28 €",,,,,,,,,,
ER,,,K,,Reisekosten OOP/Lenggries Ben,"521,55 €",2018-02,9.3.2018,"239.987,73 €",,,,,,,,,,
ER,,,K,,Thiemer & Ralf,"368,90 €",2018-03,12.3.2018,"239.618,83 €",,,,,,,,,,
AR,,,JM,Jungheinrich-Christine,Jungheinrich Christine 2018-02-01-10098,"19.992,00 €",2018-01,14.3.2018,"259.610,83 €",,,,,,,,,16800,"0,00 €"
ER,,,K,,"car2go, mal wieder Mahnung wegen foo","5,58 €",2018-02,14.3.2018,"259.605,25 €",,,,,,,,,,
AR,,,RW,Ralf,Artikel RESTful APIs Go,"171,19 €",2018-03,14.3.2018,"259.776,44 €",,,,"171,19 €",,,,,,"-27,33 €"
UstVZ,,,K,,UMS.S T JAN.18,"18.870,33 €",2018-01,15.3.2018,"240.906,11 €",,,,,,,,,,
AR,,,JM,HB-SolutionLab,Hanseatic Bank 2018-02-01-10094,"8.987,48 €",2018-01,15.3.2018,"249.893,59 €",,,"3.487,50 €",,"1.125,00 €",,,,,"2.940,00 €"
LNSteuer,,,BW,,STEUERNR 046/638/02084 LOHN ST FEB.18,"1.490,09 €",2018-02,15.3.2018,"248.403,50 €",,,,,,,,,,
AR,,,JM,Berenberg-JohannesB,"BB, Johannes B. 2018-03-07-10106","10.079,30 €",2018-02,15.3.2018,"258.482,80 €",,,,,,,,,"8.470,00 €","0,00 €"
ER,,,RW,,Drillisch,"16,99 €",2018-03,15.3.2018,"258.465,81 €",,,,,,,,,,
ER,,,AN,,Telekom,"59,89 €",2018-02,19.3.2018,"258.405,92 €",,,,,,,,,,
ER,,,BW,,Telekom,"164,83 €",2018-02,19.3.2018,"258.241,09 €",,,,,,,,,,
ER,,,K,Berenberg-JohannesB,"Johannes B., BB","8.063,44 €",2018-02,19.3.2018,"250.177,65 €",,,,,,,,,,
AR,,,AN,Pfannenberg,Pfannenberg 2018-03-02-10104,"5.712,00 €",2018-02,19.3.2018,"255.889,65 €",,,"4.800,00 €",,,,,,,"0,00 €"
ER,,,K,Berenberg-Elena,"Elena, BB","16.707,60 €",2018-02,19.3.2018,"239.182,05 €",,,,,,,,,,
ER,,,K,,Thiemer & Ralf,"89,91 €",2018-03,19.3.2018,"239.092,14 €",,,,,,,,,,
ER,,,K,,Mastercard 2018-02,"443,88 €",2018-02,21.3.2018,"238.648,26 €",,,,,,,,,,
AR,,,JM,BOBConf,Reisekosten BOB Konf 2018-02-28-10103,"381,15 €",2018-02,21.3.2018,"239.029,41 €",,,,,,,,,,"320,29 €"
AR,,,JM,Berenberg-Elena,"BB, Elena, 2018-03-07-10105","20.884,50 €",2018-02,21.3.2018,"259.913,91 €",,,,,,,,,"17.550,00 €","0,00 €"
ER,,,RW,,Vertriebsunion Meynen (S&S Media),"18,60 €",2018-03,21.3.2018,"259.895,31 €",,,,,,,,,,
AR,,,"JM, BW",AOK-Experiment,"AOK Experiment, 2018-03-07-10109","31.337,13 €",2018-02,22.3.2018,"291.232,44 €","291.224,23 €","24.632,82 €",,,"500,00 €",,,,,"1.200,90 €"
ER,,,RW,,Hetzner,"8,21 €",2018-03,22.3.2018,"291.224,23 €","259.887,10 €",,,,,,,,,
ER,,,JM,,congstar,"86,12 €",2018-03,23.3.2018,"291.138,11 €","291.138,11 €",,,,,,,,,
AR,,,"JM, AN, BW",AOK-SeismographKommunikation,"AOK Kommunikation, 2018-03-07-10108
Dealbringer: Anke, Ben, Johannes zu gleichen Teilen.
=265/3  88,33 =für jeden
per Hand eingetragen","7.450,05 €",2018-02,26.3.2018,"298.588,16 €","298.588,16 €","1.400,00 €","2.000,00 €",,"1.900,00 €",,,,,"960,55 €"
ER,,,JM,,1und1,"18,38 €",2018-03,27.3.2018,"298.569,78 €",,,,,,,,,,
SV-Beitrag,,,BW,,"KKH, Ben","1.389,09 €",2018-03,27.3.2018,"297.180,69 €","289.316,61 €",,,,,,,,,
Gehalt,,,BW,,Gehalt Ben 2018-03,"3.893,86 €",2018-03,27.3.2018,"293.286,83 €","294.694,30 €",,,,,,,,,
ER,,,JM,,Boxbike - Dienstfahrrad Mainusch birdy Riese Müller,"3.988,60 €",2018-03,27.3.2018,"289.298,23 €","289.298,23 €",,,,,,,,,
ER,,,AN,,Wolkesicher,"4,99 €",2018-03,29.3.2018,"289.293,24 €","290.705,70 €",,,,,,,,,
ER,,,K,AOK-Experiment,Reisekosten BW 2018-03,"1.677,50 €",2018-03,29.3.2018,"287.615,74 €",,,,,,,,,,
ER,,,K,,"Zinsen/Kontoführung
Abrechnung vom 29.03.2018","17,90 €",2018-03,30.3.2018,"287.597,84 €",,,,,,,,,,
IS,,,AN,,Interne Stunden,"1.837,50 €",2018-03,30.3.2018,"287.597,84 €",,,,,,,,,,
IS,,,JM,,Interne Stunden,"3.250,00 €",2018-03,30.3.2018,"287.597,84 €",,,,,,,,,,
ER,,,K,Jungheinrich-Christine,"Christine, JH Januar 2018","15.993,60 €",2018-01,3.4.2018,"271.604,24 €",,,,,,,,,,
ER,,,K,,Belegabrechnung 2018-03 AN,"84,95 €",2018-03,3.4.2018,"271.519,29 €",,,,,,,,,,
ER,,,K,AOK-Experiment,Reisekosten BW 2018-03 Teil 2,"540,14 €",2018-03,3.4.2018,"270.979,15 €",,,,,,,,,,
ER,,,K,,"hauptsache.net, Miete Büro","824,78 €",2018-04,3.4.2018,"270.154,37 €",,,,,,,,,,
GV,,,AN,,Kommanditistenentnahme 2018-04,"6.000,00 €",2018-04,3.4.2018,"264.154,37 €",,,,,,,,,,
GV,,,JM,,Kommanditistenentnahme 2018-04,"6.000,00 €",2018-04,3.4.2018,"258.154,37 €",,,,,,,,,,
GV,1900,1200,RW,,RW-GV: Kommanditistenentnahme 2018-04,"8.000,00 €",2018-04,3.4.2018,"250.154,37 €",,,,,,,,,,
ER,,,JM,,Supervision,"107,10 €",2018-03,4.4.2018,"250.047,27 €",,,,,,,,,,
ER,,,RW,,Belegabrechnung 2018-03 RW,"820,03 €",2018-03,4.4.2018,"249.227,24 €","249.227,24 €",,,,,,,,,
ER,,,K,,Arbeitsmaterial,"39,95 €",2018-03,5.4.2018,"249.187,29 €",,,,,,,,,,
ER,,,K,HB-SolutionLab,Miete mindspace,"3.498,60",2018-04,6.4.2018,"245.688,69 €","245.688,69 €",,,,,,,,,
AR,,,JM,Jungheinrich-Ralf,"JH, Ralf 2018-03-08-10110","6.115,41 €",2018-02,9.4.2018,"251.804,10 €",,,,"5.139,00 €",,,,,,"0,00 €"
AR,,,JM,Jungheinrich-JDS-Orga,"JH, Johannes & Ben 2018-03-08-10111","14.525,44 €",2018-02,9.4.2018,"266.329,54 €","266.309,54 €","2.981,25 €",,,"9.225,00 €",,,,,"0,00 €"
ER,,,K,,mite,"20,00 €",2018-04,9.4.2018,"266.309,54 €",,,,,,,,,,
ER,,,K,,Umsatzsteuer Haftungsvergütung GmbH 2017,"254,03",2017-12,10.4.2018,"266.055,51 €", ,,,,,,,,,
ER,,,K,,Thiemer & Ralf,"368,9",2018-04,10.4.2018,"265.686,61 €",,,,,,,,,,
ER,,,K,Berenberg-Elena,"Elena, BB","16.993,20 €",2018-03,12.4.2018,"248.693,41 €",,,,,,,,,,
AR,,,JM,Berenberg-Elena,"Elena, BB 2018-04-03-10114","21.241,50 €",2018-03,12.4.2018,"269.934,91 €",,,,,,,,,"17.850,00 €","0,00 €"
ER,,,RW,,Drillisch,"16,99",2018-04,12.4.2018,"269.917,92 €",,,,,,,,,,
UstVZ,,,K,,Umsatzsteuer 2018-02,"9.382,87 €",2018-02,13.4.2018,"260.535,05 €",,,,,,,,,,
LNSteuer,,,BW,,Lohnsteuer 2018-03,"1.490,09 €",2018-03,13.4.2018,"259.044,96 €",,,,,,,,,,
ER,,,K,Berenberg-JohannesB,"Johannes B., BB","14.870,24 €",2018-03,13.4.2018,"244.174,72 €",,,,,,,,,,
ER,,,AN,,Telekom,"61,00 €",2018-04,17.4.2018,"244.113,72 €",,,,,,,,,,
ER,,,BW,,Telekom,"79,88 €",2018-04,17.4.2018,"244.033,84 €",,,,,,,,,,
ER,,,K,,"hauptsache.net, Domain","37,49 €",2018-04,18.4.2018,"243.996,35 €",,,,,,,,,,
ER,,,JM,,Supervision,"214,20 €",2018-04,18.4.2018,"243.782,15 €",,,,,,,,,,
AR,,,"JM, AN, BW",AOK-SeismographKommunikation,"AOK Kommunikation, 2018-04-11-10120
Dealbringer: Anke, Ben, Johannes zu gleichen Teilen.
","10.074,64 €",2018-03,20.4.2018,"253.856,79 €",,"2.800,00 €","5.400,00 €",,,,,,,"266,08 €"
AR,,,"JM, BW",AOK-Experiment,19,"39.003,41 €",2018-03,20.4.2018,"292.860,20 €","292.860,20 €","31.040,63 €",,,,,,,"656,25 €","1.079,09 €"
ER,,,K,,Mastercard 2018-03,"291,89 €",2018-03,23.4.2018,"292.568,31 €",,,,,,,,,,
ER,,,RW,,Reisekosten API Conf,"500,29 €",2018-04,23.4.2018,"292.068,02 €","292.068,02 €",,,,,,,,,
ER,,,RW,,Hetzner,"8,21 €",2018-04,24.4.2018,"292.059,81 €",,,,,,,,,,
ER,,,JM,,congstar,"44,40 €",2018-04,24.4.2018,"292.015,41 €",,,,,,,,,,
AR,,,JM,HB-SolutionLab,Hanseatic Bank 2018-04-03-10116,"8.786,66 €",2018-03,25.4.2018,"300.802,07 €",,,"2.700,00",,"1.743,75",,,,,"2.940,00 €"
ER,,,JM,,1und1,"17,79 €",2018-04,25.4.2018,"300.784,28 €",,,,,,,,,,
AR,,,AN,DMG,"DMG, 2018-04-12-10121","1.190,00 €",2018-04,25.4.2018,"301.974,28 €","301.974,28 €",,"1.000,00 €",,,,,,,"0,00 €"
SV-Beitrag,,,KR,,"TK, Katja","1.821,06 €",2018-04,26.4.2018,"300.153,22 €",,,,,,,,,,
SV-Beitrag,,,BW,,"KKH, Ben","2.082,21 €",2018-04,26.4.2018,"298.071,01 €","298.071,01 €",,,,,,,,,
AR,,,JM,Jungheinrich,Gutschrift-10001-10019 zu Jungheinrich 2018-04-09-10118,"-38.878,04 €",2018-03,27.4.2018,"259.192,97 €",,"-4.218,75 €",,"-15.345,63 €","-13.106,24 €",,,,,"0,00 €"
AR,,,JM,Jungheinrich,Jungheinrich 2018-04-09-10118,"38.878,04 €",2018-03,27.4.2018,"298.071,01 €",,"4.218,75 €",,"15.345,63 €","13.106,24 €",,,,,"0,00 €"
ER,,,AN,,Wolkesicher,"4,99 €",2018-04,27.4.2018,"298.066,02 €",,,,,,,,,,
Gehalt,,,KR,,Gehalt Katja 2018-04,"2.584,33 €",2018-04,27.4.2018,"295.481,69 €",,,,,,,,,,
Gehalt,,,BW,,"Gehalt Ben inklusive einmalige Sonderzahlung 2018-04
hier gehört noch ein Teil in 2017","17.639,72 €",2018-04,27.4.2018,"277.841,97 €","277.841,97 €",,,,,,,,,
SKR03,970,4120,BW,,Rückstellung auflösen - BenBonus2017 Umbuchung in 12/2017,"25.607,00 €",2018-04,27.4.2018,"277.841,97 €",,,,,,,,,,
AR,,,JM,HB-SolutionLab,"Hanseatic Bank, 2018-03-07-10107","12.200,48 €",2018-02,30.4.2018,"290.042,45 €",,,"4.387,50 €",,"2.925,00 €",,,,,"2.940,00 €"
AR,,,JM,Centrias,Vermittlungsprovision Centrias AWS Beratung bei Jungheinrich,"1.785,00 €",2018-03,30.4.2018,"291.827,45 €","291.095,31 €",,,,"1.500,00 €",,,,,"0,00 €"
ER,,,K,,"Kontoführung
Abrechnung vom 30.04.2018","18,09 €",2018-04,30.4.2018,"291.809,36 €",,,,,,,,,,
ER,,,K,,Württembergische Haftpflicht 15.3.18-1.1.19,"714,05 €",2018-04,30.4.2018,"291.095,31 €",,,,,,,,,,
IS,,,AN,,Interne Stunden,"1.537,50 €",2018-04,30.4.2018,"291.095,31 €",,,,,,,,,,
IS,,,JM,,Interne Stunden,"2.025,00 €",2018-04,30.4.2018,"291.095,31 €",,,,,,,,,,
ER,,,K,,Belegabrechnung 3018-04 - AN,"208,20 €",2018-04,2.5.2018,"290.887,11 €",,,,,,,,,,
ER,,,K,,Thiemer & Ralf,"368,90 €",2018-04,2.5.2018,"290.518,21 €",,,,,,,,,,
ER,,,K,AOK-Experiment,Reisekostenerstattung BW 2018-04,"1.799,70 €",2018-04,2.5.2018,"288.718,51 €",,,,,,,,,,
ER,,,K,,"hauptsache.net, Miete Büro","824,78 €",2018-05,3.5.2018,"287.893,73 €",,,,,,,,,,
GV,,,AN,,Kommanditistenentnahme 2018-05,"6.000,00 €",2018-05,3.5.2018,"281.893,73 €",,,,,,,,,,
GV,,,JM,,Kommanditistenentnahme 2018-05,"6.000,00 €",2018-05,3.5.2018,"275.893,73 €",,,,,,,,,,
GV,1900,1200,RW,,RW-GV: Kommanditistenentnahme 2018-05,"8.000,00 €",2018-05,3.5.2018,"267.893,73 €","267.893,73 €",,,,,,,,,
ER,,,K,,"Thiemer & Ralf Jahresabschluss, dafür git es eine Rückstellung","1.519,99 €",2018-05,4.5.2018,"266.373,74 €",,,,,,,,,,
ER,,,K,,"Thiemer & Ralf Jahresabschluss, dafür git es eine Rückstellung","3.331,05 €",2018-05,4.5.2018,"263.042,69 €",,,,,,,,,,
SKR03,977,4900,K,,"Abschluss Thiemer & Ralf, Rückstellung auflösen","4.270,00 €",2018-05,4.5.2018,"263.042,69 €",,,,,,,,,,
ER,,,KR,,Ticket Augenhöhe Camp,"179,39 €",2018-05,7.5.2018,"262.863,30 €",,,,,,,,,,
ER,,,JM,,Ticket Augenhöhe Camp,"179,39 €",2018-05,7.5.2018,"262.683,91 €",,,,,,,,,,
ER,,,K,,mite,"25,00 €",2018-05,8.5.2018,"262.658,91 €",,,,,,,,,,
ER,,,K,HB-SolutionLab,Miete mindspace,"3.498,60 €",2018-05,8.5.2018,"259.160,31 €",,,,,,,,,,
AR,,,JM,SIGS,SIGS Datacom 2018-04-26-10122,"3.034,50 €",2018-04,9.5.2018,"262.194,81 €",,,,,"2.550,00 €",,,,,"0,00 €"
ER,,,K,10068-10003_HB_mobileApp,"HB, Christian Amon","952,00 €",2018-04,11.5.2018,"261.242,81 €",,,,,,,,,,
ER,,,K,,"GLS Gemeinschaftsbank eG
GLS Beitrag 2018, weitere I
nfos unter www.gls.de/beitr
ag KDNR: 20630958","60,00 €",2018-05,11.5.2018,"261.182,81 €",,,,,,,,,,
ER,,,K,HB-SolutionLab,mindspace meeting rooms,"624,75 €",2018-05,11.5.2018,"260.558,06 €","260.558,06 €",,,,,,,,,
ER,,,K,Berenberg-JohannesB,"BB, Johannes B.","10.576,72 €",2018-04,14.5.2018,"249.981,34 €",,,,,,,,,,
ER,,,K,10068-10003_HB_mobileApp,"React Native Entwicklung Hanseatic Bank, Terence Küderle","11.459,70 €",2018-04,14.5.2018,"238.521,64 €",,,,,,,,,,
ER,,,K,,Rndfunkgebühren,"17,49 €",2018-04,15.5.2018,"238.504,15 €",,,,,,,,,,
ER,,,K,10068-10003_HB_mobileApp,"HB, Norman Holz ","9.406,95 €",2018-04,15.5.2018,"229.097,20 €",,,,,,,,,,
AR,,,JM,comdirect,"comdirect, Rechnung 2018-04-27-10125","4.760,00 €",2018-04,15.5.2018,"233.857,20 €","233.857,20 €",,"500,00 €",,"3.000,00 €","500,00 €",,,,"0,00 €"
UstVZ,,,K,,STEUERNR 046/638/02084UMS. ST MRZ.18,"11.975,24 €",2018-03,16.5.2018,"221.881,96 €",,,,,,,,,,
LNSteuer,,,KR,,STEUERNR 046/638/02084 LOHN ST APR.18 ,"486,70 €",2018-04,16.5.2018,"221.395,26 €",,,,,,,,,,
LNSteuer,,,BW,,STEUERNR 046/638/02084 LOHN ST APR.18 ,"12.745,18 €",2018-04,16.5.2018,"208.650,08 €",,,,,,,,,,
ER,,,K,Berenberg-Elena,"BB, Elena","17.992,00 €",2018-04,16.5.2018,"190.658,08 €",,,,,,,,,,
ER,,,AN,,Telekom,"59,89 €",2018-05,16.5.2018,"190.598,19 €",,,,,,,,,,
ER,,,BW,,Telekom,"79,88 €",2018-05,16.5.2018,"190.518,31 €",,,,,,,,,,
ER,,,RW,,Drillisch,"16,99 €",2018-05,17.5.2018,"190.501,32 €","190.501,32 €",,,,,,,,,
AR,,,"JM, AN, BW",AOK-SeismographKommunikation,"AOK Kommunikation, 2018-05-02-10127
Dealbringer: Anke, Ben, Johannes zu gleichen Teilen.
","4.255,29 €",2018-04,18.5.2018,"194.756,61 €",,"800,00 €","2.650,00 €",,,,,,,"125,87 €"
AR,,,K,HB-SolutionLab,Hanseatic Bank  2018-05-05-10136,"22.308,04 €",2018-04,18.5.2018,"217.064,65 €",,,"7.200,00 €",,"5.006,25 €","3.600,00 €",,,,"2.940,00 €"
AR,,,"JM, BW",AOK-Experiment,AOK Experiment 2018-05-02-10126,"26.797,31 €",2018-04,18.5.2018,"243.861,96 €","228.908,96 €","20.999,38 €",,,,,,,,"1.519,37 €"
GWSteuer,4320,1200,K,,"STEUERKASSE HAMBURG
STEUERNR 046/638/02084 GEW.
ST 2VJ.18 14.953,00EUR","14.953,00 €",2018-05,18.5.2018,"228.908,96 €",,,,,,,,,,
ER,,,K,BGL,20180517-rka-jm-BGL,"78,70 €",2018-05,22.5.2018,"228.830,26 €",,,,,,,,,,
ER,,,K,,VBG Beitrag 2017,"87,18 €",2018-05,22.5.2018,"228.743,08 €",,,,,,,,,,
SKR03,970,4900,K,,Auflösung Rückstellung BG 2018,"100,00 €",2018-05,22.5.2018,"228.743,08 €",,,,,,,,,,
ER,,,K,CEWE-Transition,20180516 - cewe - RK AN,"139,20 €",2018-05,22.5.2018,"228.603,88 €",,,,,,,,,,
ER,,,K,,"Thiemer & Ralf, 10745028","202,00 €",2018-05,22.5.2018,"228.401,88 €",,,,,,,,,,
ER,,,K,CEWE-Transition,2018-05-16-rka-jm-CEWE,"431,60 €",2018-05,22.5.2018,"227.970,28 €",,,,,,,,,,
ER,,,K,10045-10029_Kanban_EC-IT,"Gina für OTTO, M-RG-09750","4.615,71 €",2018-05,22.5.2018,"223.354,57 €","223.354,57 €",,,,,,,,,
AR,,,JM,10068-10003_HB_mobileApp,Hanseatic Bank Rechnung 2018-05-02-10129,"26.526,84 €",2018-04,24.5.2018,"249.881,41 €",,,,,,,,,"22.291,46 €","0,00 €"
ER,,,JM,,congstar,"36,17 €",2018-05,24.5.2018,"249.845,24 €",,,,,,,,,,
ER,,,K,,Mastercard,"485,70 €",2018-05,24.5.2018,"249.359,54 €",,,,,,,,,,
AR,,,K,SIGS-OOP,SIGS Datacom Rechnung 2018-04-27-10123,"3.990,27 €",2018-03,25.5.2018,"253.349,81 €",,"700,00 €",,"200,00 €","2.000,00 €",,,,,"453,17 €"
AR,,,JM,"Jungheinrich-Ralf
Jungheinrich-JDS-Orga",Rechnung-2018-04-27-10124-10019,"38.878,04 €",2018-03,25.5.2018,"292.227,85 €",,"4.218,75 €",,"15.345,63 €","13.106,24 €",,,,,"0,00 €"
ER,,,RW,,Hetzner,"8,21 €",2018-05,25.5.2018,"292.219,64 €",,,,,,,,,,
ER,,,JM,,1und1,"17,39 €",2018-05,25.5.2018,"292.202,25 €",,,,,,,,,,
ER,,,AN,,Wolkesicher,"4,99 €",2018-05,28.5.2018,"292.197,26 €",,,,,,,,,,
Gehalt,,,KR,,Gehalt Katja 2018-05,"2.930,72 €",2018-05,28.5.2018,"289.266,54 €",,,,,,,,,,
Gehalt,,,BW,,Gehalt Ben 2018-05,"3.828,55 €",2018-05,28.5.2018,"285.437,99 €","285.437,99 €",,,,,,,,,
AR,,,JM,Breuninger,Breuninger  2018-04-03-10117,"4.128,60 €",2018-03,29.5.2018,"289.566,59 €",,,1700,,1550,,,,,"219,41 €"
AR,,,BW,EOS-Offsite,EOS Rechnung 2018-05-02-10134,"14.815,50 €",2018-04,29.5.2018,"304.382,09 €","301.171,94 €","6.250,00 €",,,"6.200,00 €",,,,,"0,00 €"
SV-Beitrag,,,BW,,"KKH, Ben","1.389,09 €",2018-05,29.5.2018,"302.993,00 €",,,,,,,,,,
SV-Beitrag,,,KR,,"TK, Katja","1.821,06 €",2018-05,29.5.2018,"301.171,94 €",,,,,,,,,,
ER,,,K,Breuninger,reisekosten Breuninger JM März,"43,00 €",2018-03,30.5.2018,"301.128,94 €",,,,,,,,,,
ER,,,K,,20180301-rka-jm-kommitment,"1.065,14 €",2018-04,30.5.2018,"300.063,80 €",,,,,,,,,,
AR,,,JM,CEWE-Transition,Cewe 2018-05-02-10131,"1.338,75 €",2018-04,30.5.2018,"301.402,55 €","301.015,85 €",,"675,00 €",,"450,00 €",,,,,"0,00 €"
ER,,,K,10080-10040_WWK/Intersoft Agile Begleitung,reisekosten JM WWK Mai,"386,70 €",2018-05,30.5.2018,"301.015,85 €",,,,,,,,,,
IS,,,AN,,Interne Stunden,"2.237,50 €",2018-05,30.5.2018,"301.015,85 €",,,,,,,,,,
IS,,,JM,,Interne Stunden,"3.175,00 €",2018-05,30.5.2018,"301.015,85 €",,,,,,,,,,
ER,,,K,,Kontoführung,"18,56 €",2018-05,31.5.2018,"300.997,29 €",,,,,,,,,,
